Category Display Name,Attribute Display Name,Category Name,Attribute Name,Data Type,Input/Output,Description
HLA Reference Data,HLA Variable Name,hlaReferenceData,hlaVariableName,String,Output,The name of the historical loss analyzer (HLA) variable.
HLA Reference Data,Value Date,hlaReferenceData,valueDate,Date,Output,The date where value is calculated. Formatted as yyyy-mm-dd.
HLA Reference Data,HLA Variable Value,hlaReferenceData,hlaVariableValue,Decimal,Output,The value of the historical loss analyzer (HLA) variable.
HLA Reference Data,Scenario,hlaReferenceData,scenarioIdentifier,String,Output,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
HLA Reference Data,Scenario As of Date,hlaReferenceData,scenarioAsOfDate,Date,Output,The as of date of the scenario used. Formatted as yyyy-mm-dd.
HLA Reference Data,HLA Setting,hlaReferenceData,hlaSettingIdentifier,String,Output,"The setting for Historical Loss Analyzer (HLA). This is a user defined setting used to calculate the loss rate. HLA segments with the same HLA setting has the same loss rate. For more information on configuring the HLA setting, see the ImpairmentStudio Data Integration Guide."
HLA Reference Data,Entity Identifier,hlaReferenceData,entityIdentifier,String,Output,"An identifier to uniquely identify each entity. Each entity must have one entity identifier. This value will not change over time and cannot be used as the entity identifier for any other entity. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information."
Starting Balances,ECL Setting,startingBalances,eclSettingIdentifier,String,,"The setting for the expected credit loss (ECL) model. This is a user defined setting used to calculate the expected credit loss. For more information on configuring the ECL setting, see the Capital Risk Analyzer documentation.<br> Used for the Capital Risk Analyzer product."
Property Outputs,Analysis Identifier,propertyOutputs,analysisIdentifier,String,Output,The identifier of the analysis from which the results were calculated or the data was used in.
Property Outputs,Scenario,propertyOutputs,scenarioIdentifier,String,Output,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
Property Outputs,As of Date,propertyOutputs,asOfDate,Date,Output,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
Property Outputs,Loan/Property Group,propertyOutputs,loanPropertyGroupIdentifier,String,Output,The group to which the loan and property belongs. Marked as conditional as this is a required input for Commercial Mortgage Metrics (CMM) when there is more than one loan and one property in the group.
Property Outputs,Portfolio,propertyOutputs,portfolioIdentifier,String,Output,"An identifier to identify the portfolio that each instrument belongs. All portfolio data are linked by its portfolio. Example values are CRE, Retail, etc. When marked as conditional, this is an required input if data is provided in the category (such as instrumentCashFlow)."
Property Outputs,Baseline Income,propertyOutputs,baselineIncome,Amount,Output,Baseline income for the term is the sum of total expected net operating income for all properties for the term.
Property Outputs,Debt Service Coverage Ratio,propertyOutputs,debtServiceCoverageRatio,Decimal,Output,"The debt service coverage ratio. DSCR is useful for measuring the payback ability of the loan. Expressed in decimal format as a ratio. For example, if net operating income is 1.1x the total debt service, this value is 1.1. Marked as conditional as this is a required input for Commercial Mortgage Metrics (CMM) when the collateral value and net operating income are not provided."
Property Outputs,Loan to Value,propertyOutputs,loanToValue,Decimal,Output,"The current loan to value. Expressed in decimal format. For example, 10% is 0.1. Marked as conditional as this is a required input for Commercial Mortgage Metrics (CMM) when the collateral value and net operating income are not provided. Also, marked as conditional as this is required for the disclosure reports."
Property Outputs,EDF Implied Rating,propertyOutputs,edfImpliedRating,String,Output,"The implied Moody's credit rating. <br> For the Commercial Mortgage Metrics model, this is rating for the portfolio based on the holding period expected default frequency (EDF).<br>Moody?s Analytics Market Implied Ratings convert the market assessment of a given company's credit risk into rating terms, enabling you to easily compare credit signals and agency ratings. However, the Moody?s Analytics Market Implied Ratings do not represent or constitute actual Moody?s Investors Service, Inc. (MIS) ratings, rating actions or opinions."
Property Outputs,Loss Implied Rating,propertyOutputs,lossImpliedRating,String,Output,"The implied Moody's credit rating. <br> For the Commercial Mortgage Metrics model, this is rating for the portfolio based on the holding period expected loss (EL).<br>Moody?s Analytics Market Implied Ratings convert the market assessment of a given company's credit risk into rating terms, enabling you to easily compare credit signals and agency ratings. However, the Moody?s Analytics Market Implied Ratings do not represent or constitute actual Moody?s Investors Service, Inc. (MIS) ratings, rating actions or opinions."
Property Outputs,Net Operating Income,propertyOutputs,netOperatingIncome,Amount,Output,The net operating income expressed in instrument currency.
Property Outputs,Term,propertyOutputs,term,Decimal,Output,"The time period for which the value is relevant. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 200 or less. The term should have a maximum of 4 digit precision and rounded up. This guidance is primarily for the term for the EAD converted from cash flows."
Property Outputs,Collateral Value,propertyOutputs,collateralValue,Amount,Output,"The value of the collateral associated with the instrument expressed in instrument currency. Marked as conditional for Commercial Mortgage Metrics (CMM) as this is required when providing property information in property reference. Also, marked as conditional as this is required for the disclosure reports."
Property Outputs,Instrument Identifier,propertyOutputs,instrumentIdentifier,String,Output,"An identifier to uniquely identify each instrument. Each instrument must have one instrument identifier. This value will not change over time and cannot be used as the instrument identifier for any other instrument. For reinsurance receivable, this value is the treaty identifier. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information."
Segment Result Data Alliance,Reporting Date,segmentResultDataAlliance,reportingDate,Date,,The date when the financial period ends. Formatted as yyyy-mm-dd.
Segment Result Data Alliance,Reporting Quarter,segmentResultDataAlliance,reportingQuarter,String,,The quarter in which the reporting date falls. Formatted as YYYYQ#.
Segment Result Data Alliance,Reporting Currency,segmentResultDataAlliance,reportingCurrency,String,,The currency that all amounts are reported in.
Segment Result Data Alliance,Calculation Engine Version,segmentResultDataAlliance,calculationEngineVersion,String,,The ImpairmentStudio calculation version that produced the allowance result.
Segment Result Data Alliance,Asset Class Benchmark,segmentResultDataAlliance,assetClassBenchmark,String,,"The asset class used for benchmarking. Valid values are: Commercial and industrial, Commercial real estate, Retail, Securities, and Other.<br>Marked as conditional as this is a required for Data Alliance."
Segment Result Data Alliance,Asset Sub Class Benchmark,segmentResultDataAlliance,assetSubClassBenchmark,String,,"The asset sub class used for benchmarking. Valid values are: Construction loans, Commercial real estate loans, Residential real estate loans, Credit cards, and Other consumer loans.<br>Marked as conditional as this is a required for Data Alliance."
Segment Result Data Alliance,Moody's Industry Sector,segmentResultDataAlliance,moodysIndustrySector,String,,"The industry or sector recognized by Moody's models. Valid values are Agriculture, ArtsAndEntertainment, Auto, Business_Products, Business_Services, Communication, Construction, Consumer_Products, Finance, Education, Health_Care, HiTech, Manufacturing, Mining, Other, Other_Services, Services, Trade, Transportation, Unassigned, and Utilities.<br>The values listed support the following models: MA CI Loss Rate, MA CI Proxy PD/LGD, and  MA Private Firm TTC to PIT PD Converter. For each model, it is a required input and each model uses a subset of the values listed above. The ImpairmentStudio Data Integration Guide provides the sector values that each model supports.<br>If this field is set to a Moody's industry sector value that is not supported by the specific Moody's model, the model use the value Unasssigned."
Segment Result Data Alliance,Remaining Maturity,segmentResultDataAlliance,remainingMaturity,String,,"The remaining term to maturity formatted as string . Examples are Due in <= 1 Year, Due in 1-5 years, Due in 5-10 Years, and Due After 10 Years."
Segment Result Data Alliance,Year to Maturity,segmentResultDataAlliance,yearToMaturity,Decimal,,"The number of years till the instrument matures. This also reflects the effective maturity when the maturity date is not provided. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 200 or less. Marked as conditional as this is an input from which the maturity date can be derived. Also, marked as conditional as this is required for the disclosure reports. If maturity date is provided and year to maturity is not provided, year to maturity will be calculated from the maturity date."
Segment Result Data Alliance,Number of Records,segmentResultDataAlliance,numberOfRecords,Integer,,"The count of the records in the segment.<br>For Portfolio Studio, the number of borrowers in a retail pool."
Segment Result Data Alliance,Unpaid Principal Balance,segmentResultDataAlliance,unpaidPrincipalBalance,Amount,,"The outstanding contractual principal balance on the reporting date. For a Line of Credit, this is the used/drawn amount. For defaulted instruments, this amount is as of the default date. The amount is expressed in instrument currency.<br>Marked as conditional to indicate that this is a required input for cash flow generation and disclosure reporting.<br>For ImpairmentStudio, the unpaid principal balance is expected to be a positive value."
Segment Result Data Alliance,Commitment Amount,segmentResultDataAlliance,currentCommitmentAmount,Amount,,The current commitment amount of the line of credit expressed in instrument currency. Valid values are greater than 0. Marked as conditional as this is required if the instrument type is Line of Credit.
Segment Result Data Alliance,Weighted Average Life,segmentResultDataAlliance,weightedAverageLife,Decimal,,The weighted average life for the instrument. Expressed in number of months.
Segment Result Data Alliance,Scenario As of Date,segmentResultDataAlliance,scenarioAsOfDate,Date,,The as of date of the scenario used. Formatted as yyyy-mm-dd.
Segment Result Data Alliance,Scenario Weight,segmentResultDataAlliance,scenarioWeight,Decimal,,The weight of the scenario used to calculate the result.
Segment Result Data Alliance,Loss Estimation Method,segmentResultDataAlliance,lossEstimationMethod,String,,"The calculation method used to calculate the expected credit loss. <br>The methods vary by accounting classification.<br>For the Current Expected Credit Loss (CECL), the loss estimation methods vary by ASC impairment evaulation. For instruments that are collectively evaluated the valid values are: DCF: Expected Cash Flow, DCF: Loss Cash Flow, Loss Rate, PD/LGD, and Imported Allowance. For instruments that are individually evaluated the valid values are: Collateral Value, DCF: Expected Cash Flow, DCF: Loss Cash Flow, Loan's Fair Value, Loss Rate, PD/LGD, and Imported Allowance.<br>For the International Financial Reporting Standards (IFRS), the the valid values are: DCF: Expected Cash Flow, DCF: Loss Cash Flow, PD/LGD, and Imported Allowance."
Segment Result Data Alliance,PD GCorr Scenario Conditioning,segmentResultDataAlliance,pdScenarioConditioning,Boolean,,Indicates whether or not to apply the scenario conditioning to the PD. TRUE applies scenario conditioning and FALSE does not apply scenario conditioning.
Segment Result Data Alliance,PD Reasonable and Supportable Term,segmentResultDataAlliance,pdReasonableAndSupportableTerm,Decimal,,"The reasonable and supportable period for forecasting the PD. This value is used for mean reversion. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 0.25 and greater."
Segment Result Data Alliance,Long Run PD Term,segmentResultDataAlliance,longRunPDTerm,Decimal,,"PD term used for mean reversion. This value is beyond the at least one quarter beyond the reasonable and supportable term. The long run term specifies the time at which the instrument will tend to its long run average rate. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 0.5 or greater and the value must be one quarter (0.25) greater than the PD Reasonable and Supportable Term."
Segment Result Data Alliance,LGD GCorr Scenario Conditioning,segmentResultDataAlliance,lgdScenarioConditioning,Boolean,,Indicates whether or not to apply the scenario conditioning to the LGD. TRUE applies scenario conditioning and FALSE does not apply scenario conditioning.
Segment Result Data Alliance,LGD Reasonable and Supportable Term,segmentResultDataAlliance,lgdReasonableAndSupportableTerm,Decimal,,"The reasonable and supportable period for forecasting the LGD. This value is used for mean reversion. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 0.25 and greater."
Segment Result Data Alliance,Long Run LGD Term,segmentResultDataAlliance,longRunLGDTerm,Decimal,,"LGD term used for mean reversion. This value is beyond the at least one quarter beyond the reasonable and supportable term. The long run term specifies the time at which the long run LGD applies for the LGD term structures. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 0.5 or greater and the value must be one quarter (0.25) greater than the LGD Reasonable and Supportable Term."
Segment Result Data Alliance,Loss Rate Calculation Method,segmentResultDataAlliance,lossRateCalculationMethod,String,,"The calculation method to calculate the loss rate. Valid values are Annualized Loss Rate, Lifetime Loss Rate, and Loss Rate Curve."
Segment Result Data Alliance,Loss Rate Reasonable and Supportable Term,segmentResultDataAlliance,lossRateReasonableAndSupportableTerm,Decimal,,"The reasonable and supportable period for forecasting the loss rate. This value is used for mean reversion. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 0.25 and greater."
Segment Result Data Alliance,Long Run Loss Rate Term,segmentResultDataAlliance,longRunLossRateTerm,Decimal,,"Loss rate term used for mean reversion. This value is beyond the at least one quarter beyond the reasonable and supportable term. The long run term specifies the time at which the long run loss rate applies for the loss rate term structures. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 0.5 or greater. Valid values are 0.5 or greater and the value must be one quarter (0.25) greater than the Loss Rate Reasonable and Supportable Term."
Segment Result Data Alliance,On Balance Sheet EAD Amount Lifetime,segmentResultDataAlliance,onBalanceSheetEADAmountLifetime,Amount,,The lifetime exposure at default (EAD) amount for the on balance sheet portion of the instrument.
Segment Result Data Alliance,Off Balance Sheet EAD Amount Lifetime,segmentResultDataAlliance,offBalanceSheetEADAmountLifetime,Amount,,The lifetime exposure at default (EAD) amount for the off balance sheet portion of the  instrument.
Segment Result Data Alliance,Total EAD Amount Lifetime,segmentResultDataAlliance,totalEADAmountLifetime,Amount,,"The total lifetime exposure at default (EAD) amount for the instrument. For instruments with no off-balance sheet component, which includes bonds, loans, etc., the total ead amount is equal to the amortized cost override when provided."
Segment Result Data Alliance,Cumulative PD Lifetime,segmentResultDataAlliance,cumulativePDLifetime,Decimal,,"The cumulative probability of default for the life of the instrument. Expressed in decimal format. For example, 10% is 0.1."
Segment Result Data Alliance,Annualized PD Lifetime,segmentResultDataAlliance,annualizedPDLifetime,Decimal,,"The annualized probability of default for the life of the instrument. Expressed in decimal format. For example, 10% is 0.1."
Segment Result Data Alliance,LGD Lifetime,segmentResultDataAlliance,lgdLifetime,Decimal,,"The loss given default value at the maturity of the instrument. Expressed in decimal format. For example, 10% is 0.1."
Segment Result Data Alliance,Loss Rate Cumulative Lifetime,segmentResultDataAlliance,lossRateCumulativeLifetime,Decimal,,"The loss rate which is calculated on an amortized cost basis based on the term to maturity. Expressed in decimal format. For example, 10% is 0.1. Valid values are between 0 and 1. <br>For ImpairmentStudio, this is marked as conditional as this is a required input for the instrument lifetime loss rate and for the scenario based lifetime loss rate.<br>For Relationship Pricing Analyzer, this is a conditional input."
Segment Result Data Alliance,Loss Rate Annualized Lifetime,segmentResultDataAlliance,lossRateAnnualizedLifetime,Decimal,,"The annualized loss rate which is calculated on an amortized cost basis based on the term to maturity. Expressed in decimal format. For example, 10% is 0.1"
Segment Result Data Alliance,On Balance Sheet Reserve,segmentResultDataAlliance,onBalanceSheetReserve,Amount,,The expected credit losses for the on balance sheet credit exposures.
Segment Result Data Alliance,Off Balance Sheet Reserve,segmentResultDataAlliance,offBalanceSheetReserve,Amount,,The expected credit losses for the off balance sheet credit exposures.
Segment Result Data Alliance,Allowance Amount,segmentResultDataAlliance,lossAllowanceDelta,Amount,,The change in the allowance amount as a result of applying quantitative or qualitative adjustments or applying the calculation. This is the sum of the on and off balance sheet reserves. This amount is reported in the disclosure reports.
Segment Result Data Alliance,PD Model Name Benchmark,segmentResultDataAlliance,pdModelNameBenchmark,String,,The model name for benchmarking.
Segment Result Data Alliance,LGD Model Name Benchmark,segmentResultDataAlliance,lgdModelNameBenchmark,String,,The model name for benchmarking.
Segment Result Data Alliance,Loss Rate Model Name Benchmark,segmentResultDataAlliance,lossrateModelNameBenchmark,String,,The model name for benchmarking.
Segment Result Data Alliance,Scenario Benchmark,segmentResultDataAlliance,scenarioIdentifierBenchmark,String,,The scenario for benchmarking.
Segment Result Data Alliance,Portfolio Benchmark,segmentResultDataAlliance,portfolioIdentifierBenchmark,String,,The model name for benchmarking.
Segment Result Data Alliance,Tenant Identifier,segmentResultDataAlliance,tenantIdentifier,String,,Indicates the tenant who owns the data. The value moodys identifies data delivered by Moody's Analytics. The customer needs to provide a value other than moodys.
Call Report,Reporting Date,callReport,reportingDate,Date,,The date when the financial period ends. Formatted as yyyy-mm-dd.
Call Report,Reporting Quarter,callReport,reportingQuarter,String,,The quarter in which the reporting date falls. Formatted as YYYYQ#.
Call Report,RSSD ID,callReport,rssdID,String,,The RSSD ID is a unique identifier assigned to financial institutions by the Federal Reserve.
Call Report,Institution Name,callReport,institutionName,String,,The name of the institution.
Call Report,Total Assets,callReport,totalAssets,Amount,,"The total assets of the borrower which is the sum of the current assets, plus net property, plant, and equipment, plus other non-current assets (including intangible assets, deferred items, and investments and advances). The amount entered in instrument or entity reference must be in USD. The amount in the financial statement is in the currency for the financial statement. The amount in instrument reference is a required input for the MA CI Proxy PD/LGD models as it is used to calculate the Total Assets Size Bucket. When marked as conditional, the amount in instrument reference is a required input to lookup the GCorr R-squared parameters for private financial firms."
Call Report,Total Assets Size Bucket Call Report,callReport,totalAssetsSizeBucketCallReport,String,,The bucket in which the total assets fall in.
Call Report,US Region Call Report,callReport,usRegionCallReport,String,,"The US regions recognized in the call report. Values are: Midwest, Northeast, South, and West."
Call Report,Institution State,callReport,institutionState,String,,The institution's state.
Call Report,On Balance Sheet EAD Amount Lifetime,callReport,onBalanceSheetEADAmountLifetime,Amount,,The lifetime exposure at default (EAD) amount for the on balance sheet portion of the instrument.
Call Report,On Balance Sheet Reserve,callReport,onBalanceSheetReserve,Amount,,The expected credit losses for the on balance sheet credit exposures.
Call Report,Asset Class Benchmark,callReport,assetClassBenchmark,String,,"The asset class used for benchmarking. Valid values are: Commercial and industrial, Commercial real estate, Retail, Securities, and Other.<br>Marked as conditional as this is a required for Data Alliance."
Call Report,Asset Sub Class Benchmark,callReport,assetSubClassBenchmark,String,,"The asset sub class used for benchmarking. Valid values are: Construction loans, Commercial real estate loans, Residential real estate loans, Credit cards, and Other consumer loans.<br>Marked as conditional as this is a required for Data Alliance."
Call Report,Net Charge Off Amount,callReport,netChargeOffAmount,Amount,,"Amount charged off net of recovery amount during reporting period expressed in instrument currency. <br>For the category instrument reporting, this is marked as conditional as this is a required input for disclosure reports. The value must be in reporting currency."
Call Report,Unpaid Principal Balance,callReport,unpaidPrincipalBalance,Amount,,"The outstanding contractual principal balance on the reporting date. For a Line of Credit, this is the used/drawn amount. For defaulted instruments, this amount is as of the default date. The amount is expressed in instrument currency.<br>Marked as conditional to indicate that this is a required input for cash flow generation and disclosure reporting.<br>For ImpairmentStudio, the unpaid principal balance is expected to be a positive value."
Call Report,Institution Type,callReport,institutionType,String,,"Describes the institution for which the call report is from. Valid values are: Bank, Credit Union, and Bank Holding Company."
Credit Model ECCL V2,Analysis Identifier,creditModelEcclV2,analysisIdentifier,String,,The identifier of the analysis from which the results were calculated or the data was used in.
Credit Model ECCL V2,As of Date,creditModelEcclV2,asOfDate,Date,,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
Credit Model ECCL V2,Scenario,creditModelEcclV2,scenarioIdentifier,String,,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
Credit Model ECCL V2,Geography,creditModelEcclV2,geography,String,,The state where the instrument originated. Valid values are 2 letter state abbreviations defined here: https://pe.usps.com/text/pub28/28apb.htm.
Credit Model ECCL V2,Consumer Product Category,creditModelEcclV2,consumerProductCategory,String,,"The category describing the consumer product. <br> For the Expected Consumer Credit Loss Models, the valid values are: Auto Bank Lease, Auto Bank Loan, Auto Finance Lease, Auto Finance Loan, Bankcard, Consumer Finance Installment, Consumer Finance Revolving, First Mortgage, HELOAN, HELOC, Retail Card, Student Loan, and Other.<br> For Balance Sheet Risk Management, the valid values are: Reverse Mortgage, Solar, and Student Loan."
Credit Model ECCL V2,Risk Score Band,creditModelEcclV2,riskScoreBand,String,,"The risk score band based on the Vantage score at origination. Defined in non-continuous band. Valid values are: 300-529, 530-579, 580-619, 620-659, 660-699, 700-719, 720-739, 740-779, 780-809, 810-850, and MISSING."
Credit Model ECCL V2,Vintage,creditModelEcclV2,vintage,String,,"ImpairmentStudio calculates the vintage of the instrument from the origination date. Its format is as yyyyQ#, where # is 1, 2, 3, or 4. For the MA Expected Consumer Credit Loss models, vintages prior to 2005 does not adhere to the ImpairmentStudio calculated vintage. For vintages prior to 2005, you must import these vintage values: 1990Q3 for instruments originated prior to 1990, 1995Q3 for origination between 1990 to 1995, and the year + Q3 for 1996 to 2004 (i.e. 1996Q3, 2004Q3)."
Credit Model ECCL V2,LGD,creditModelEcclV2,lgd,Decimal,,"The loss given default as a percentage of the exposure. Expressed in decimal format. For example, 10% is 0.1. Valid values are equal to or greater than 0. Valid values for the input LGD into the GCorr model are between 0 and 1."
Credit Model ECCL V2,Exposure,creditModelEcclV2,exposure,Amount,,"In instrumentReference, this is the remaining exposure (outstanding balance or for lines of credit, the current commitment amount) expressed in instrument currency. For the MA Expected Consumer Credit Loss models, this is the value for the cohort and expressed in USD.<br> In instrument risk metric, this amount is the relevant balance value to use for calculating rates for Capital Risk Analyzer."
Credit Model ECCL V2,Expected Credit Loss Lifetime at Maturity,creditModelEcclV2,eclLifetimeAtMaturity,Decimal,,"The undiscounted expected credit loss. Expressed in decimal format. For example, 10% is 0.1."
Credit Model ECCL V2,Cumulative PD Lifetime,creditModelEcclV2,cumulativePDLifetime,Decimal,,"The cumulative probability of default for the life of the instrument. Expressed in decimal format. For example, 10% is 0.1."
TTC Rating PD Map,Analysis Identifier,ttcRatingPDMap,analysisIdentifier,String,,The identifier of the analysis from which the results were calculated or the data was used in.
TTC Rating PD Map,Scenario,ttcRatingPDMap,scenarioIdentifier,String,,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
TTC Rating PD Map,As of Date,ttcRatingPDMap,asOfDate,Date,,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
TTC Rating PD Map,Long Term Rating,ttcRatingPDMap,longTermRating,String,,The long term rating.
TTC Rating PD Map,TTC Annualized PD One Year Mean,ttcRatingPDMap,ttcAnnualizedPDOneYearMean,Decimal,,"The through the cycle annualized probability of default that is the mean of the bucket. Expressed in decimal format. For example, 10% is 0.1. Valid values are between 0 and 1."
Credit Model ECCL Canada,Analysis Identifier,creditModelEcclCanada,analysisIdentifier,String,,The identifier of the analysis from which the results were calculated or the data was used in.
Credit Model ECCL Canada,As of Date,creditModelEcclCanada,asOfDate,Date,,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
Credit Model ECCL Canada,Scenario,creditModelEcclCanada,scenarioIdentifier,String,,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
Credit Model ECCL Canada,Geography,creditModelEcclCanada,geography,String,,The state where the instrument originated. Valid values are 2 letter state abbreviations defined here: https://pe.usps.com/text/pub28/28apb.htm.
Credit Model ECCL Canada,Consumer Product Category,creditModelEcclCanada,consumerProductCategory,String,,"The category describing the consumer product. <br> For the Expected Consumer Credit Loss Models, the valid values are: Auto Bank Lease, Auto Bank Loan, Auto Finance Lease, Auto Finance Loan, Bankcard, Consumer Finance Installment, Consumer Finance Revolving, First Mortgage, HELOAN, HELOC, Retail Card, Student Loan, and Other.<br> For Balance Sheet Risk Management, the valid values are: Reverse Mortgage, Solar, and Student Loan."
Credit Model ECCL Canada,Risk Score Band,creditModelEcclCanada,riskScoreBand,String,,"The risk score band based on the Vantage score at origination. Defined in non-continuous band. Valid values are: 300-529, 530-579, 580-619, 620-659, 660-699, 700-719, 720-739, 740-779, 780-809, 810-850, and MISSING."
Credit Model ECCL Canada,Vintage,creditModelEcclCanada,vintage,String,,"ImpairmentStudio calculates the vintage of the instrument from the origination date. Its format is as yyyyQ#, where # is 1, 2, 3, or 4. For the MA Expected Consumer Credit Loss models, vintages prior to 2005 does not adhere to the ImpairmentStudio calculated vintage. For vintages prior to 2005, you must import these vintage values: 1990Q3 for instruments originated prior to 1990, 1995Q3 for origination between 1990 to 1995, and the year + Q3 for 1996 to 2004 (i.e. 1996Q3, 2004Q3)."
Credit Model ECCL Canada,Term,creditModelEcclCanada,term,Decimal,,"The time period for which the value is relevant. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 200 or less. The term should have a maximum of 4 digit precision and rounded up. This guidance is primarily for the term for the EAD converted from cash flows."
Credit Model ECCL Canada,Annualized Cumulative PD,creditModelEcclCanada,annualizedCumulativePD,Decimal,,"The annualized cumulative probability of default. Expressed in decimal format. For example, 10% is 0.1. Valid values are between 0 and 1."
Credit Model ECCL Canada,LGD,creditModelEcclCanada,lgd,Decimal,,"The loss given default as a percentage of the exposure. Expressed in decimal format. For example, 10% is 0.1. Valid values are equal to or greater than 0. Valid values for the input LGD into the GCorr model are between 0 and 1."
Credit Model ECCL Canada,EAD,creditModelEcclCanada,ead,Decimal,,"The exposure at default which is the expected exposure given default as a proportion the reporting date unpaid principal balance. Expressed in decimal format. For example, 10% is 0.1. Valid values are 0 or greater. Required when EAD source is EAD factor."
Credit Model ECCL Canada,Tenant Identifier,creditModelEcclCanada,tenantIdentifier,String,,Indicates the tenant who owns the data. The value moodys identifies data delivered by Moody's Analytics. The customer needs to provide a value other than moodys.
GCorr Shocks,Analysis Identifier,gcorrShocks,analysisIdentifier,String,Output,The identifier of the analysis from which the results were calculated or the data was used in.
GCorr Shocks,GCorr Model,gcorrShocks,gcorrModelName,String,Output,The version of GCorr model used for analysis.
GCorr Shocks,Scenario,gcorrShocks,scenarioIdentifier,String,Output,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
GCorr Shocks,As of Date,gcorrShocks,asOfDate,Date,Output,"The date when the data snapshot details are relevant. Formatted as yyyy-mm-dd.<br>Marked as conditional as this is a required input if data is provided in the category (such as instrumentCashFlow).<br>For data from CreditLens or RiskAnalyst, this is the date the data is extracted.<br> For the scorecard model, this is the rating assesment date."
GCorr Shocks,Macroeconomic Variable Name,gcorrShocks,macroeconomicVariableName,String,Output,"The name of the macroeconomic variable. When creating custom scenarios, use values of macroeconomic variable names that are not used by Moody's Analytics."
GCorr Shocks,Term,gcorrShocks,term,Decimal,Output,"The time period for which the value is relevant. Expressed as a fraction of a year in decimal format. For example, 1 year and 6 months is 1.5. Valid values are 200 or less. The term should have a maximum of 4 digit precision and rounded up. This guidance is primarily for the term for the EAD converted from cash flows."
GCorr Shocks,Macroeconomic Variable Shock,gcorrShocks,macroeconomicVariableShock,Decimal,Output,The value of the macroeconomic variable shock. The units of the value are described in macroeconomic variable (macroeconomicVariable.macroeconomicVariableUnits).
