tenantIdentifier,macroeconomicVariableName,macroeconomicVariableDescription,macroeconomicVariableType,macroeconomicVariableUnits,macroeconomicVariableCurrency,macroeconomicVariableFactor,scenarioStudioMnemonics,databuffetMnemonic
moodys,USA WI House Price Index FHFA Purchase-Only,,,Level,,,FHOFHOPIPOQ_WI,FHOFHOPIPOQ.WI
moodys,USA WV House Price Index FHFA Purchase-Only,,,Level,,,FHOFHOPIPOQ_WV,FHOFHOPIPOQ.WV
moodys,USA WY House Price Index FHFA Purchase-Only,,,Level,,,FHOFHOPIPOQ_WY,FHOFHOPIPOQ.WY
moodys,USA Capacity Utilization: Manufacturing,,,Percentage,,,FCUMF_US,FCUMF.IUSA
moodys,USA Personal Consumption Expenditures - Furnishings and durable household equipment,,,Level,USD,1000000000,FCDFHE$_US,FCDFHE$.IUSA
moodys,USA Corporate Bond Yield Moody's Rated Aa,,,Percentage,,,FIRAACI7Q_US,FIRAACI7Q.IUSA
moodys,USA Corporate Bond Yield Moody's Rated A,,,Percentage,,,FIRACI7Q_US,FIRACI7Q.IUSA
moodys,USA High-Yield Bonds: Option Adjusted Spread,,,Percentage,,,FIRHYBOASQ_US,FIRHYBOASQ.IUSA
moodys,USA AK Nominal Personal Income,,,Level,USD,1000000,FYPQ_AK,FYPQ.AK
moodys,USA AL Nominal Personal Income,,,Level,USD,1000000,FYPQ_AL,FYPQ.AL
moodys,USA AR Nominal Personal Income,,,Level,USD,1000000,FYPQ_AR,FYPQ.AR
moodys,USA AZ Nominal Personal Income,,,Level,USD,1000000,FYPQ_AZ,FYPQ.AZ
moodys,USA CA Nominal Personal Income,,,Level,USD,1000000,FYPQ_CA,FYPQ.CA
moodys,USA CO Nominal Personal Income,,,Level,USD,1000000,FYPQ_CO,FYPQ.CO
moodys,USA CT Nominal Personal Income,,,Level,USD,1000000,FYPQ_CT,FYPQ.CT
moodys,USA DC Nominal Personal Income,,,Level,USD,1000000,FYPQ_DC,FYPQ.DC
moodys,USA DE Nominal Personal Income,,,Level,USD,1000000,FYPQ_DE,FYPQ.DE
moodys,USA FL Nominal Personal Income,,,Level,USD,1000000,FYPQ_FL,FYPQ.FL
moodys,USA GA Nominal Personal Income,,,Level,USD,1000000,FYPQ_GA,FYPQ.GA
moodys,USA HI Nominal Personal Income,,,Level,USD,1000000,FYPQ_HI,FYPQ.HI
moodys,USA IA Nominal Personal Income,,,Level,USD,1000000,FYPQ_IA,FYPQ.IA
moodys,USA ID Nominal Personal Income,,,Level,USD,1000000,FYPQ_ID,FYPQ.ID
moodys,USA IL Nominal Personal Income,,,Level,USD,1000000,FYPQ_IL,FYPQ.IL
moodys,USA IN Nominal Personal Income,,,Level,USD,1000000,FYPQ_IN,FYPQ.IN
moodys,USA KS Nominal Personal Income,,,Level,USD,1000000,FYPQ_KS,FYPQ.KS
moodys,USA KY Nominal Personal Income,,,Level,USD,1000000,FYPQ_KY,FYPQ.KY
moodys,USA LA Nominal Personal Income,,,Level,USD,1000000,FYPQ_LA,FYPQ.LA
moodys,USA MA Nominal Personal Income,,,Level,USD,1000000,FYPQ_MA,FYPQ.MA
moodys,USA MD Nominal Personal Income,,,Level,USD,1000000,FYPQ_MD,FYPQ.MD
moodys,USA ME Nominal Personal Income,,,Level,USD,1000000,FYPQ_ME,FYPQ.ME
moodys,USA MI Nominal Personal Income,,,Level,USD,1000000,FYPQ_MI,FYPQ.MI
moodys,USA MN Nominal Personal Income,,,Level,USD,1000000,FYPQ_MN,FYPQ.MN
moodys,USA MO Nominal Personal Income,,,Level,USD,1000000,FYPQ_MO,FYPQ.MO
moodys,USA MS Nominal Personal Income,,,Level,USD,1000000,FYPQ_MS,FYPQ.MS
moodys,USA MT Nominal Personal Income,,,Level,USD,1000000,FYPQ_MT,FYPQ.MT
moodys,USA NC Nominal Personal Income,,,Level,USD,1000000,FYPQ_NC,FYPQ.NC
moodys,USA ND Nominal Personal Income,,,Level,USD,1000000,FYPQ_ND,FYPQ.ND
moodys,USA NE Nominal Personal Income,,,Level,USD,1000000,FYPQ_NE,FYPQ.NE
moodys,USA NH Nominal Personal Income,,,Level,USD,1000000,FYPQ_NH,FYPQ.NH
moodys,USA NJ Nominal Personal Income,,,Level,USD,1000000,FYPQ_NJ,FYPQ.NJ
moodys,USA NM Nominal Personal Income,,,Level,USD,1000000,FYPQ_NM,FYPQ.NM
moodys,USA NV Nominal Personal Income,,,Level,USD,1000000,FYPQ_NV,FYPQ.NV
moodys,USA NY Nominal Personal Income,,,Level,USD,1000000,FYPQ_NY,FYPQ.NY
moodys,USA OH Nominal Personal Income,,,Level,USD,1000000,FYPQ_OH,FYPQ.OH
moodys,USA OK Nominal Personal Income,,,Level,USD,1000000,FYPQ_OK,FYPQ.OK
moodys,USA OR Nominal Personal Income,,,Level,USD,1000000,FYPQ_OR,FYPQ.OR
moodys,USA PA Nominal Personal Income,,,Level,USD,1000000,FYPQ_PA,FYPQ.PA
moodys,USA PR Nominal Personal Income,,,Level,USD,1000000,FYPQ_PR,FYPQ.PR
moodys,USA RI Nominal Personal Income,,,Level,USD,1000000,FYPQ_RI,FYPQ.RI
moodys,USA SC Nominal Personal Income,,,Level,USD,1000000,FYPQ_SC,FYPQ.SC
moodys,USA SD Nominal Personal Income,,,Level,USD,1000000,FYPQ_SD,FYPQ.SD
moodys,USA TN Nominal Personal Income,,,Level,USD,1000000,FYPQ_TN,FYPQ.TN
moodys,USA TX Nominal Personal Income,,,Level,USD,1000000,FYPQ_TX,FYPQ.TX
moodys,USA UT Nominal Personal Income,,,Level,USD,1000000,FYPQ_UT,FYPQ.UT
moodys,USA VA Nominal Personal Income,,,Level,USD,1000000,FYPQ_VA,FYPQ.VA
moodys,USA VT Nominal Personal Income,,,Level,USD,1000000,FYPQ_VT,FYPQ.VT
moodys,USA WA Nominal Personal Income,,,Level,USD,1000000,FYPQ_WA,FYPQ.WA
moodys,USA WI Nominal Personal Income,,,Level,USD,1000000,FYPQ_WI,FYPQ.WI
moodys,USA WV Nominal Personal Income,,,Level,USD,1000000,FYPQ_WV,FYPQ.WV
moodys,USA WY Nominal Personal Income,,,Level,USD,1000000,FYPQ_WY,FYPQ.WY
moodys,USA AK Number of Households,,,Level,,1000,FHHOLDQ_AK,FHHOLDQ.AK
moodys,USA AL Number of Households,,,Level,,1000,FHHOLDQ_AL,FHHOLDQ.AL
moodys,USA AR Number of Households,,,Level,,1000,FHHOLDQ_AR,FHHOLDQ.AR
moodys,USA AZ Number of Households,,,Level,,1000,FHHOLDQ_AZ,FHHOLDQ.AZ
moodys,USA CA Number of Households,,,Level,,1000,FHHOLDQ_CA,FHHOLDQ.CA
moodys,USA CO Number of Households,,,Level,,1000,FHHOLDQ_CO,FHHOLDQ.CO
moodys,USA CT Number of Households,,,Level,,1000,FHHOLDQ_CT,FHHOLDQ.CT
moodys,USA DC Number of Households,,,Level,,1000,FHHOLDQ_DC,FHHOLDQ.DC
moodys,USA DE Number of Households,,,Level,,1000,FHHOLDQ_DE,FHHOLDQ.DE
moodys,USA FL Number of Households,,,Level,,1000,FHHOLDQ_FL,FHHOLDQ.FL
moodys,USA GA Number of Households,,,Level,,1000,FHHOLDQ_GA,FHHOLDQ.GA
moodys,USA HI Number of Households,,,Level,,1000,FHHOLDQ_HI,FHHOLDQ.HI
moodys,USA IA Number of Households,,,Level,,1000,FHHOLDQ_IA,FHHOLDQ.IA
moodys,USA ID Number of Households,,,Level,,1000,FHHOLDQ_ID,FHHOLDQ.ID
moodys,USA IL Number of Households,,,Level,,1000,FHHOLDQ_IL,FHHOLDQ.IL
moodys,USA IN Number of Households,,,Level,,1000,FHHOLDQ_IN,FHHOLDQ.IN
moodys,USA KS Number of Households,,,Level,,1000,FHHOLDQ_KS,FHHOLDQ.KS
moodys,USA KY Number of Households,,,Level,,1000,FHHOLDQ_KY,FHHOLDQ.KY
moodys,USA LA Number of Households,,,Level,,1000,FHHOLDQ_LA,FHHOLDQ.LA
moodys,USA MA Number of Households,,,Level,,1000,FHHOLDQ_MA,FHHOLDQ.MA
moodys,USA MD Number of Households,,,Level,,1000,FHHOLDQ_MD,FHHOLDQ.MD
moodys,USA ME Number of Households,,,Level,,1000,FHHOLDQ_ME,FHHOLDQ.ME
moodys,USA MI Number of Households,,,Level,,1000,FHHOLDQ_MI,FHHOLDQ.MI
moodys,USA MN Number of Households,,,Level,,1000,FHHOLDQ_MN,FHHOLDQ.MN
moodys,USA MO Number of Households,,,Level,,1000,FHHOLDQ_MO,FHHOLDQ.MO
moodys,USA MS Number of Households,,,Level,,1000,FHHOLDQ_MS,FHHOLDQ.MS
moodys,USA MT Number of Households,,,Level,,1000,FHHOLDQ_MT,FHHOLDQ.MT
moodys,USA NC Number of Households,,,Level,,1000,FHHOLDQ_NC,FHHOLDQ.NC
moodys,USA ND Number of Households,,,Level,,1000,FHHOLDQ_ND,FHHOLDQ.ND
moodys,USA NE Number of Households,,,Level,,1000,FHHOLDQ_NE,FHHOLDQ.NE
moodys,USA NH Number of Households,,,Level,,1000,FHHOLDQ_NH,FHHOLDQ.NH
moodys,USA NJ Number of Households,,,Level,,1000,FHHOLDQ_NJ,FHHOLDQ.NJ
moodys,USA NM Number of Households,,,Level,,1000,FHHOLDQ_NM,FHHOLDQ.NM
moodys,USA NV Number of Households,,,Level,,1000,FHHOLDQ_NV,FHHOLDQ.NV
moodys,USA NY Number of Households,,,Level,,1000,FHHOLDQ_NY,FHHOLDQ.NY
moodys,USA OH Number of Households,,,Level,,1000,FHHOLDQ_OH,FHHOLDQ.OH
moodys,USA OK Number of Households,,,Level,,1000,FHHOLDQ_OK,FHHOLDQ.OK
moodys,USA OR Number of Households,,,Level,,1000,FHHOLDQ_OR,FHHOLDQ.OR
moodys,USA PA Number of Households,,,Level,,1000,FHHOLDQ_PA,FHHOLDQ.PA
moodys,USA PR Number of Households,,,Level,,1000,FHHOLDQ_PR,FHHOLDQ.PR
moodys,USA RI Number of Households,,,Level,,1000,FHHOLDQ_RI,FHHOLDQ.RI
moodys,USA SC Number of Households,,,Level,,1000,FHHOLDQ_SC,FHHOLDQ.SC
moodys,USA SD Number of Households,,,Level,,1000,FHHOLDQ_SD,FHHOLDQ.SD
moodys,USA TN Number of Households,,,Level,,1000,FHHOLDQ_TN,FHHOLDQ.TN
moodys,USA TX Number of Households,,,Level,,1000,FHHOLDQ_TX,FHHOLDQ.TX
moodys,USA UT Number of Households,,,Level,,1000,FHHOLDQ_UT,FHHOLDQ.UT
moodys,USA VA Number of Households,,,Level,,1000,FHHOLDQ_VA,FHHOLDQ.VA
moodys,USA VT Number of Households,,,Level,,1000,FHHOLDQ_VT,FHHOLDQ.VT
moodys,USA WA Number of Households,,,Level,,1000,FHHOLDQ_WA,FHHOLDQ.WA
moodys,USA WI Number of Households,,,Level,,1000,FHHOLDQ_WI,FHHOLDQ.WI
moodys,USA WV Number of Households,,,Level,,1000,FHHOLDQ_WV,FHHOLDQ.WV
moodys,USA WY Number of Households,,,Level,,1000,FHHOLDQ_WY,FHHOLDQ.WY
moodys,Botswana Inflation,,,Level,,,FCPI_IBWA,FCPIQ.IBWA
moodys,Kenya Inflation,,,Level,,,FCPI_IKEN,FCPIQ.IKEN
moodys,Mozambique Inflation,,,Level,,,FCPI_IMOZ,FCPIQ.IMOZ
moodys,Mauritius Inflation,,,Level,,,FCPI_IMUS,FCPIQ.IMUS
moodys,Seychelles Inflation,,,Level,,,FCPI_ISYC,FCPIQ.ISYC
moodys,Tanzania Inflation,,,Level,,,FCPI_ITZA,FCPIQ.ITZA
moodys,Uganda Inflation,,,Level,,,FCPI_IUGA,FCPIQ.IUGA
moodys,Zambia Inflation,,,Level,,,FCPI_IZMB,FCPIQ.IZMB
moodys,Armenia Inflation,,,Level,,,FCPI_IARM,FCPIQ.IARM
moodys,Armenia Unemployment Rate,,,Percentage,,,FLBR_IARM,FLBRQ.IARM
moodys,Armenia Equity,,,,,,,
moodys,Armenia GDP,,,Level,AMD,1000000000,FGDP$_IARM,FGDPL$Q.IARM
moodys,Bangladesh Inflation,,,Level,,,FCPI_IBGD,FCPIQ.IBGD
moodys,Bangladesh Unemployment Rate,,,Percentage,,,FLBR_IBGD,FLBRQ.IBGD
moodys,Bangladesh Equity,,,Level,,,FSPI_IBGD,FSTOCKPQ.IBGD
moodys,Bangladesh GDP,,,Level,BDT,1000000000,FGDP$_IBGD,FGDPL$Q.IBGD
moodys,Kazakhstan Inflation,,,Level,,,FCPI_IKAZ,FCPIQ.IKAZ
moodys,Kazakhstan Unemployment Rate,,,Percentage,,,FLBR_IKAZ,FLBRQ.IKAZ
moodys,Kazakhstan Equity,,,Level,,,FSPI_IKAZ,FSTOCKPQ.IKAZ
moodys,Kazakhstan GDP,,,Level,KZT,1000000000,FGDP$_IKAZ,FGDPL$Q.IKAZ
moodys,Cambodia Inflation,,,Level,,,FCPI_IKHM,FCPIQ.IKHM
moodys,Cambodia Unemployment Rate,,,Percentage,,,FLBR_IKHM,FLBRQ.IKHM
moodys,Cambodia GDP,,,Level,KHR,1000000000,FGDP$_IKHM,FGDPL$Q.IKHM
moodys,Sri Lanka Inflation,,,Level,,,FCPI_ILKA,FCPIQ.ILKA
moodys,Sri Lanka Unemployment Rate,,,Percentage,,,FLBR_ILKA,FLBRQ.ILKA
moodys,Sri Lanka Equity,,,Level,,,FSPI_ILKA,FSTOCKPQ.ILKA
moodys,Sri Lanka GDP,,,Level,LKR,1000000000,FGDP$_ILKA,FGDPL$Q.ILKA
moodys,Macau Inflation,,,Level,,,FCPI_IMAC,FCPIQ.IMAC
moodys,Macau Unemployment Rate,,,Percentage,,,FLBR_IMAC,FLBRQ.IMAC
moodys,Macau Equity,,,,,,,
moodys,Macau GDP,,,Level,MOP,1000000000,FGDP$_IMAC,FGDPL$Q.IMAC
moodys,Myanmar Inflation,,,Level,,,FCPI_IMMR,FCPIQ.IMMR
moodys,Myanmar Unemployment Rate,,,Percentage,,,FLBR_IMMR,FLBRQ.IMMR
moodys,Myanmar Equity,,,,,,,
moodys,Myanmar GDP,,,Level,MMK,1000000000,FGDP$_IMMR,FGDPL$Q.IMMR
moodys,Pakistan Inflation,,,Level,,,FCPI_IPAK,FCPIQ.IPAK
moodys,Pakistan Unemployment Rate,,,Percentage,,,FLBR_IPAK,FLBRQ.IPAK
moodys,Pakistan Equity,,,Level,,,FSPI_IPAK,FSTOCKPQ.IPAK
moodys,Pakistan GDP,,,Level,PKR,1000000000,FGDP$_IPAK,FGDPL$Q.IPAK
moodys,Vietnam Inflation,,,Level,,,FCPI_IVNM,FCPIQ.IVNM
moodys,Vietnam Unemployment Rate,,,Percentage,,,FLBR_IVNM,FLBRQ.IVNM
moodys,Vietnam Equity,,,Level,,,FSPI_IVNM,FSTOCKPQ.IVNM
moodys,Vietnam GDP,,,Level,VND,1000000000,FGDP$_IVNM,FGDPL$Q.IVNM
moodys,USA Real GDP Monthly,,,Level,USD,1000000000,,FGDP$.IUSA
moodys,Democratic Republic of Congo Unemployment Rate,,,Percentage,,,FLBR_ICOD,FLBRQ.ICOD
moodys,Panama GDP,,,Level,PAB,1000000000,FGDP$_IPAN,FGDPL$Q.IPAN
moodys,Ecuador GDP,,,Level,USD,1000000000,FGDP$_IECU,FGDPL$Q.IECU
moodys,CostaRica GDP,,,Level,CRC,1000000000,FGDP$_ICRI,FGDPL$Q.ICRI
moodys,Honduras GDP,,,Level,HNL,1000000000,FGDP$_IHND,FGDPL$Q.IHND
moodys,Bahamas GDP,,,Level,BSD,1000000000,FGDP$_IBHS,FGDPL$Q.IBHS
moodys,Panama Unemployment Rate,,,Percentage,,,FLBR_IPAN,FLBRQ.IPAN
moodys,Ecuador Unemployment Rate,,,Percentage,,,FLBR_IECU,FLBRQ.IECU
moodys,CostaRica Unemployment Rate,,,Percentage,,,FLBR_ICRI,FLBRQ.ICRI
moodys,Honduras Unemployment Rate,,,Percentage,,,FLBR_IHND,FLBRQ.IHND
moodys,Bahamas Unemployment Rate,,,Percentage,,,FLBR_IBHS,FLBRQ.IBHS
moodys,Panama Equity,,,Level,,,FSPI_IPAN,FSTOCKPQ.IPAN
moodys,Ecuador Equity,,,Level,,,FSPI_IECU,FSTOCKPQ.IECU
moodys,CostaRica Equity,,,,,,,
moodys,Honduras Equity,,,,,,,
moodys,Bahamas Equity,,,,,,,
moodys,Panama Inflation,,,Level,,,FCPI_IPAN,FCPIQ.IPAN
moodys,Ecuador Inflation,,,Level,,,FCPI_IECU,FCPIQ.IECU
moodys,CostaRica Inflation,,,Level,,,FCPI_ICRI,FCPIQ.ICRI
moodys,Honduras Inflation,,,Level,,,FCPI_IHND,FCPIQ.IHND
moodys,Bahamas Inflation,,,Level,,,FCPI_IBHS,FCPIQ.IBHS
moodys,Eurozone Equity,,,Level,,,FSPI_IEUZN,FSTOCKPQ.IEUZN
moodys,USD Secured Overnight Financing Rate,,Interest Rate,Percentage,,,FRSOFRQ_US,FRSOFRQ.IUSA
moodys,USD Swap Spread 10 Year,,Interest Rate,Percentage,,,FIRSWP10YSPRQ_US,FIRSWP10YSPRQ.IUSA
moodys,USD Swap Spread 2 Year,,Interest Rate,Percentage,,,FIRSWP2YSPRQ_US,FIRSWP2YSPRQ.IUSA
moodys,USD Swap Spread 5 Year,,Interest Rate,Percentage,,,FIRSWP5YSPRQ_US,FIRSWP5YSPRQ.IUSA
moodys,USD LIBOR Overnight,,Interest Rate,Percentage,,,FRILIBORON_US,FRILIBORON.IUSA
moodys,USA CPI Inflation year over year change,,Interest Rate,Percentage,,,(YTYPCT(FCPIU_US)),(YTYPCT(FCPIU.IUSA))
moodys,Argentina Deposit Rate,,Interest Rate,Percentage,,,FRDEP1M_IARG,FRDEP1MQ.IARG
moodys,EURIBOR 12 Month,,Interest Rate,Percentage,,,FREURIBOR12M_IEUZN,FREURIBOR12MQ.IEUZN
moodys,EURIBOR 1 Month,,Interest Rate,Percentage,,,,
moodys,EURIBOR 6 Month,,Interest Rate,Percentage,,,FREURIBOR6M_IEUZN,FREURIBOR6MQ.IEUZN
moodys,Canada Treasury 3 Month,,Interest Rate,Percentage,,,FRGT3M_ICAN,FRGT3MQ.ICAN
moodys,Canada Treasury 5 Year,,Interest Rate,Percentage,,,FRGT5Y_ICAN,FRGT5YQ.ICAN
moodys,United Kingdom Treasury 5 Year,,Interest Rate,Percentage,,,FRGT5Y_IGBR,FRGT5YQ.IGBR
moodys,United Kingdom Treasury 6 Month,,Interest Rate,Percentage,,,FRGT6M_IGBR,FRGT6MQ.IGBR
moodys,GBP LIBOR 12 Month,,Interest Rate,Percentage,,,FRILIBOR12M_IGBR,FRILIBOR12MQ.IGBR
moodys,GBP LIBOR 1 Month,,Interest Rate,Percentage,,,FRILIBOR1M_IGBR,FRILIBOR1MQ.IGBR
moodys,GBP LIBOR 3 Month,,Interest Rate,Percentage,,,FRILIBOR3M_IGBR,FRILIBOR3MQ.IGBR
moodys,GBP LIBOR 6 Month,,Interest Rate,Percentage,,,FRILIBOR6M_IGBR,FRILIBOR6MQ.IGBR
moodys,Canada Money Market 3 Month,,Interest Rate,Percentage,,,FRMM_ICAN,FRMMQ.ICAN
moodys,Hungary Money Market (BUBOR) 3 Month,,Interest Rate,Percentage,,,FRMM_IHUN,FRMMQ.IHUN
moodys,Romania Money Market (ROBOR) 3 Month,,Interest Rate,Percentage,,,FRMM_IROU,FRMMQ.IROU
moodys,Poland Money Market (WIBOR) 3 Month,,Interest Rate,Percentage,,,FRMM_IPOL,FRMMQ.IPOL
moodys,Eurozone Harmonized CPI Index,,,Level,,,FCPIH_IEUZN,FCPIHQ.IEUZN
moodys,Bermuda GDP,,,Level,BMD,1000000000,FGDP$_IBMU,FGDPL$Q.IBMU
moodys,Bermuda Inflation,,,Level,,,FCPI_IBMU,FCPIQ.IBMU
moodys,Bermuda Unemployment Rate,,,Percentage,,,FLBR_IBMU,FLBRQ.IBMU
moodys,Brunei Darussalam GDP,,,Level,BND,1000000000,FGDP$_IBRN,FGDPL$Q.IBRN
moodys,Brunei Darussalam Inflation,,,Level,,,FCPI_IBRN,FCPIQ.IBRN
moodys,Congo Unemployment Rate,,,Percentage,,,,FLBRQ.ICOD
moodys,Morocco Equity,,,Level,,,FSPI_IMAR,FSTOCKPQ.IMAR
moodys,Morocco GDP,,,Level,MAD,1000000000,FGDP$_IMAR,FGDPL$Q.IMAR
moodys,Morocco Inflation,,,Level,,,FCPI_IMAR,FCPIQ.IMAR
moodys,Morocco Unemployment Rate,,,Percentage,,,FLBR_IMAR,FLBRQ.IMAR
moodys,Uzbekistan GDP,,,Level,UZS,1000000000,FGDP$_IUZB,FGDPL$Q.IUZB
moodys,Uzbekistan Inflation,,,Level,,,FCPI_IUZB,FCPIQ.IUZB
moodys,Uzbekistan Unemployment Rate,,,Percentage,,,FLBR_IUZB,FLBRQ.IUZB
moodys,Argentina FX (USD/ARS),,Exchange Rate,Level,,,FTFXIUSA_IARG,FTFXIUSAQ.IARG
moodys,Switzerland FX (USD/CHF),,Exchange Rate,Level,,,FTFXIUSA_ICHE,FTFXIUSAQ.ICHE
moodys,Chile FX (USD/CLP),,Exchange Rate,Level,,,FTFXIUSA_ICHL,FTFXIUSAQ.ICHL
moodys,Croatia FX (USD/HRK),,Exchange Rate,Level,,,,FTFXIUSAQ.IHRV
moodys,India FX (USD/INR),,Exchange Rate,Level,,,FTFXIUSA_IIND,FTFXIUSAQ.IIND
moodys,Mexico FX (USD/MXP),,Exchange Rate,Level,,,FTFXIUSA_IMEX,FTFXIUSAQ.IMEX
moodys,Peru FX (USD/PEN),,Exchange Rate,Level,,,FTFXIUSA_IPER,FTFXIUSAQ.IPER
moodys,Philippines FX (USD/PHP),,Exchange Rate,Level,,,FTFXIUSA_IPHL,FTFXIUSAQ.IPHL
moodys,Thailand FX (USD/THB),,Exchange Rate,Level,,,FTFXIUSA_ITHA,FTFXIUSAQ.ITHA
moodys,Turkey FX (USD/TRY),,Exchange Rate,Level,,,FTFXIUSA_ITUR,FTFXIUSAQ.ITUR
moodys,Ukraine FX (USD/UAH),,Exchange Rate,Level,,,FTFXIUSA_IUKR,FTFXIUSAQ.IUKR
moodys,South Africa FX (USD/ZAR),,Exchange Rate,Level,,,FTFXIUSA_IZAF,FTFXIUSAQ.IZAF
moodys,USD moving average CMT (4 quarter),,Interest Rate,Percentage,,,"(MAVE(FRGT1Y_US,4))",(MAVE(FRGT1Y.IUSA;4))
moodys,EURIBOR 3 Month,,Interest Rate,Percentage,,,FREURIBOR3M_IEUZN,FREURIBOR3MQ.IEUZN
moodys,GBP SONIA,,Interest Rate,Percentage,,,FRSONIA_IGBR,FRSONIAQ.IGBR
moodys,"USA Blacksburg-Christiansburg, VA Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MBLK),(ANNPCT(FGDP$Q.IUSA_MBLK)
moodys,"USA Beaumont-PortArthur, TX Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MBMN),(ANNPCT(FGDP$Q.IUSA_MBMN)
moodys,"USA BatonRouge, LA Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MBTR),(ANNPCT(FGDP$Q.IUSA_MBTR)
moodys,"USA CorpusChristi, TX Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MCRP),(ANNPCT(FGDP$Q.IUSA_MCRP)
moodys,"USA Dallas-FortWorth-Arlington, TX Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MDLL),(ANNPCT(FGDP$Q.IUSA_MDLL)
moodys,"USA Durham-ChapelHill, NC Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MDRH),(ANNPCT(FGDP$Q.IUSA_MDRH)
moodys,"USA DesMoines-WestDesMoines, IA Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MDSM),(ANNPCT(FGDP$Q.IUSA_MDSM)
moodys,"USA Dayton-Kettering, OH Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MDTK),(ANNPCT(FGDP$Q.IUSA_MDTK)
moodys,"USA FortSmith, AR-OK Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MFSM),(ANNPCT(FGDP$Q.IUSA_MFSM)
moodys,"USA FortWayne, IN Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MFWY),(ANNPCT(FGDP$Q.IUSA_MFWY)
moodys,"USA Fayetteville-Springdale-Rogers, AR Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MFYT),(ANNPCT(FGDP$Q.IUSA_MFYT)
moodys,"USA Gulfport-Biloxi, MS Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MGPT),(ANNPCT(FGDP$Q.IUSA_MGPT)
moodys,"USA GrandIsland, NE Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MGRI),(ANNPCT(FGDP$Q.IUSA_MGRI)
moodys,"USA GrandRapids-Kentwood, MI Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MGRR),(ANNPCT(FGDP$Q.IUSA_MGRR)
moodys,"USA Lafayette-WestLafayette, IN Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MLFY),(ANNPCT(FGDP$Q.IUSA_MLFY)
moodys,"USA Lansing-EastLansing, MI Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MLNS),(ANNPCT(FGDP$Q.IUSA_MLNS)
moodys,"USA Louisville/JeffersonCounty, KY-IN Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MLSV),(ANNPCT(FGDP$Q.IUSA_MLSV)
moodys,"USA Minneapolis-St.Paul-Bloomington, MN-WI Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MMNN),(ANNPCT(FGDP$Q.IUSA_MMNN)
moodys,"USA NewYork-Newark-JerseyCity, NY-NJ-PA Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MNWY),(ANNPCT(FGDP$Q.IUSA_MNWY)
moodys,"USA PanamaCity, FL Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MPNM),(ANNPCT(FGDP$Q.IUSA_MPNM)
moodys,"USA Poughkeepsie-Newburgh-Middletown, NY Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MPOU),(ANNPCT(FGDP$Q.IUSA_MPOU)
moodys,"USA PrescottValley-Prescott, AZ Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MPVP),(ANNPCT(FGDP$Q.IUSA_MPVP)
moodys,"USA RapidCity, SD Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MRPD),(ANNPCT(FGDP$Q.IUSA_MRPD)
moodys,"USA SanAngelo, TX Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MSNA),(ANNPCT(FGDP$Q.IUSA_MSNA)
moodys,"USA Spokane-SpokaneValley, WA Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MSPK),(ANNPCT(FGDP$Q.IUSA_MSPK)
moodys,"USA Shreveport-BossierCity, LA Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MSRV),(ANNPCT(FGDP$Q.IUSA_MSRV)
moodys,"USA SiouxCity, IA-NE-SD Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MSXC),(ANNPCT(FGDP$Q.IUSA_MSXC)
moodys,"USA TerreHaute, IN Real GDP Growth",,,Percentage,,,(ANNPCT(FGDP$Q_IUSA_MTRH),(ANNPCT(FGDP$Q.IUSA_MTRH)
