tenantIdentifier,macroeconomicVariableName,macroeconomicVariableDescription,macroeconomicVariableType,macroeconomicVariableUnits,macroeconomicVariableCurrency,macroeconomicVariableFactor,scenarioStudioMnemonics,databuffetMnemonic
moodys,USA FL Real GDP,,,Level,USD,1000000000,FGDP$Q_FL,FGDP$.FL
moodys,USA GA Real GDP,,,Level,USD,1000000000,FGDP$Q_GA,FGDP$.GA
moodys,USA HI Real GDP,,,Level,USD,1000000000,FGDP$Q_HI,FGDP$.HI
moodys,USA IA Real GDP,,,Level,USD,1000000000,FGDP$Q_IA,FGDP$.IA
moodys,USA ID Real GDP,,,Level,USD,1000000000,FGDP$Q_ID,FGDP$.ID
moodys,USA IL Real GDP,,,Level,USD,1000000000,FGDP$Q_IL,FGDP$.IL
moodys,USA IN Real GDP,,,Level,USD,1000000000,FGDP$Q_IN,FGDP$.IN
moodys,USA KS Real GDP,,,Level,USD,1000000000,FGDP$Q_KS,FGDP$.KS
moodys,USA KY Real GDP,,,Level,USD,1000000000,FGDP$Q_KY,FGDP$.KY
moodys,USA LA Real GDP,,,Level,USD,1000000000,FGDP$Q_LA,FGDP$.LA
moodys,USA MA Real GDP,,,Level,USD,1000000000,FGDP$Q_MA,FGDP$.MA
moodys,USA MD Real GDP,,,Level,USD,1000000000,FGDP$Q_MD,FGDP$.MD
moodys,USA ME Real GDP,,,Level,USD,1000000000,FGDP$Q_ME,FGDP$.ME
moodys,USA MI Real GDP,,,Level,USD,1000000000,FGDP$Q_MI,FGDP$.MI
moodys,USA MN Real GDP,,,Level,USD,1000000000,FGDP$Q_MN,FGDP$.MN
moodys,USA MO Real GDP,,,Level,USD,1000000000,FGDP$Q_MO,FGDP$.MO
moodys,USA MS Real GDP,,,Level,USD,1000000000,FGDP$Q_MS,FGDP$.MS
moodys,USA MT Real GDP,,,Level,USD,1000000000,FGDP$Q_MT,FGDP$.MT
moodys,USA NC Real GDP,,,Level,USD,1000000000,FGDP$Q_NC,FGDP$.NC
moodys,USA ND Real GDP,,,Level,USD,1000000000,FGDP$Q_ND,FGDP$.ND
moodys,USA NE Real GDP,,,Level,USD,1000000000,FGDP$Q_NE,FGDP$.NE
moodys,USA NH Real GDP,,,Level,USD,1000000000,FGDP$Q_NH,FGDP$.NH
moodys,USA NJ Real GDP,,,Level,USD,1000000000,FGDP$Q_NJ,FGDP$.NJ
moodys,USA NM Real GDP,,,Level,USD,1000000000,FGDP$Q_NM,FGDP$.NM
moodys,USA NV Real GDP,,,Level,USD,1000000000,FGDP$Q_NV,FGDP$.NV
moodys,USA NY Real GDP,,,Level,USD,1000000000,FGDP$Q_NY,FGDP$.NY
moodys,USA OH Real GDP,,,Level,USD,1000000000,FGDP$Q_OH,FGDP$.OH
moodys,USA OK Real GDP,,,Level,USD,1000000000,FGDP$Q_OK,FGDP$.OK
moodys,USA OR Real GDP,,,Level,USD,1000000000,FGDP$Q_OR,FGDP$.OR
moodys,USA PA Real GDP,,,Level,USD,1000000000,FGDP$Q_PA,FGDP$.PA
moodys,USA PR Real GDP,,,Level,USD,1000000000,FGDP$Q_PR,FGDP$.PR
moodys,USA RI Real GDP,,,Level,USD,1000000000,FGDP$Q_RI,FGDP$.RI
moodys,USA SC Real GDP,,,Level,USD,1000000000,FGDP$Q_SC,FGDP$.SC
moodys,USA SD Real GDP,,,Level,USD,1000000000,FGDP$Q_SD,FGDP$.SD
moodys,USA TN Real GDP,,,Level,USD,1000000000,FGDP$Q_TN,FGDP$.TN
moodys,USA TX Real GDP,,,Level,USD,1000000000,FGDP$Q_TX,FGDP$.TX
moodys,USA UT Real GDP,,,Level,USD,1000000000,FGDP$Q_UT,FGDP$.UT
moodys,USA VA Real GDP,,,Level,USD,1000000000,FGDP$Q_VA,FGDP$.VA
moodys,USA VT Real GDP,,,Level,USD,1000000000,FGDP$Q_VT,FGDP$.VT
moodys,USA WA Real GDP,,,Level,USD,1000000000,FGDP$Q_WA,FGDP$.WA
moodys,USA WI Real GDP,,,Level,USD,1000000000,FGDP$Q_WI,FGDP$.WI
moodys,USA WV Real GDP,,,Level,USD,1000000000,FGDP$Q_WV,FGDP$.WV
moodys,USA WY Real GDP,,,Level,USD,1000000000,FGDP$Q_WY,FGDP$.WY
moodys,USA VI Real GDP,,,Level,USD,1000000000,FGDP$Q_VI,FGDP$.VI
moodys,USA VI Average House Price,,,Level,USD,,FHX1AVG_VI,FHX1AVG.VI
moodys,USA VI Unemployment Rate,,,Percentage,,,FLBR_VI,FLBR.VI
moodys,USA House Price Index FHFA Purchase-Only,,,Level,,,FHOFHOPIPOQ_US,FHOFHOPIPOQ.IUSA
moodys,USD Swap Rate 1 Year,,Interest Rate,Percentage,,,FIRSWP1YQ_US,FIRSWP1YQ.IUSA
moodys,USD Swap Rate 2 Year,,Interest Rate,Percentage,,,FIRSWP2YQ_US,FIRSWP2YQ.IUSA
moodys,USD Swap Rate 15 Year,,Interest Rate,Percentage,,,FIRSWP15YQ_US,FIRSWP15YQ.IUSA
moodys,USD Swap Rate 20 Year,,Interest Rate,Percentage,,,FIRSWP20YQ_US,FIRSWP20YQ.IUSA
moodys,US 12 Month moving average CMT,,Interest Rate,Percentage,,,???,IRGT1YM.IUSA_FRGT1Y.IUSA
moodys,USA Nominal GDP,,,Level,USD,1000000000,FGDP_US,FGDP.IUSA
moodys,USA Total Reserves,,,Level,USD,1000000000,FXMRXQ_US,FXMRXQ.IUSA
moodys,USA Real Disposable Income,,,Level,USD,1000000000,FYPDPI$Q_US,FYPDPI$Q.IUSA
moodys,USA AK Unemployment Rate Monthly,,,Percentage,,,,FLBR.AK
moodys,USA AL Unemployment Rate Monthly,,,Percentage,,,,FLBR.AL
moodys,USA AR Unemployment Rate Monthly,,,Percentage,,,,FLBR.AR
moodys,USA AZ Unemployment Rate Monthly,,,Percentage,,,,FLBR.AZ
moodys,USA CA Unemployment Rate Monthly,,,Percentage,,,,FLBR.CA
moodys,USA CO Unemployment Rate Monthly,,,Percentage,,,,FLBR.CO
moodys,USA CT Unemployment Rate Monthly,,,Percentage,,,,FLBR.CT
moodys,USA DC Unemployment Rate Monthly,,,Percentage,,,,FLBR.DC
moodys,USA DE Unemployment Rate Monthly,,,Percentage,,,,FLBR.DE
moodys,USA FL Unemployment Rate Monthly,,,Percentage,,,,FLBR.FL
moodys,USA GA Unemployment Rate Monthly,,,Percentage,,,,FLBR.GA
moodys,USA HI Unemployment Rate Monthly,,,Percentage,,,,FLBR.HI
moodys,USA IA Unemployment Rate Monthly,,,Percentage,,,,FLBR.IA
moodys,USA ID Unemployment Rate Monthly,,,Percentage,,,,FLBR.ID
moodys,USA IL Unemployment Rate Monthly,,,Percentage,,,,FLBR.IL
moodys,USA IN Unemployment Rate Monthly,,,Percentage,,,,FLBR.IN
moodys,"USA Albany, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MABA
moodys,"USA Abilene, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MABI
moodys,"USA Aguadilla-Isabela, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAGD
moodys,"USA Akron, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAKR
moodys,"USA Albany-Schenectady-Troy, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MALA
moodys,"USA Albuquerque, NM Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MALB
moodys,"USA Alexandria, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MALE
moodys,"USA Allentown-Bethlehem-Easton, PA-NJ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MALL
moodys,"USA Albany, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MALN
moodys,"USA Altoona, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MALT
moodys,"USA Amarillo, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAMA
moodys,"USA Ames, IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAME
moodys,"USA Anchorage, AK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MANC
moodys,"USA Anniston-Oxford-Jacksonville, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MANI
moodys,"USA Ann Arbor, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MANN
moodys,"USA Appleton, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAPP
moodys,"USA Arecibo, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MARE
moodys,"USA Asheville, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MASH
moodys,"USA Atlantic City-Hammonton, NJ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MATA
moodys,"USA Athens-Clarke County, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MATH
moodys,"USA Atlanta-Sandy Springs-Roswell, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MATL
moodys,"USA Auburn-Opelika, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAUB
moodys,"USA Augusta-Richmond County, GA-SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAUG
moodys,"USA Austin-Round Rock, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MAUS
moodys,"USA Bakersfield, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBAK
moodys,"USA Baltimore-Columbia-Towson, MD Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBAL
moodys,"USA Bangor, ME Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBAN
moodys,"USA Barnstable Town, MA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBAR
moodys,"USA Baton Rouge, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBAT
moodys,"USA Battle Creek, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBCR
moodys,"USA Bay City, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBCY
moodys,"USA Beaumont-Port Arthur, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBEA
moodys,"USA Beckley, WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBEE
moodys,"USA Bellingham, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBEL
moodys,"USA Billings, MT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBIL
moodys,"USA Binghamton, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBIN
moodys,"USA Birmingham-Hoover, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBIR
moodys,"USA Blacksburg-Christiansburg-Radford, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBLC
moodys,"USA Boulder, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBLD
moodys,"USA Bloomington, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBLM
moodys,"USA Bloomington, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBLO
moodys,"USA Bend-Redmond, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBND
moodys,"USA Boise City, ID Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBOI
moodys,"USA Bloomsburg-Berwick, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBOM
moodys,"USA Boston-Cambridge-Newton, MA-NH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBOS
moodys,"USA Bowling Green, KY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBOW
moodys,"USA Bremerton-Silverdale, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBRE
moodys,"USA Bridgeport-Stamford-Norwalk, CT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBRP
moodys,"USA Brownsville-Harlingen, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBRW
moodys,"USA Bismarck, ND Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBSM
moodys,"USA Brunswick, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBSW
moodys,"USA Buffalo-Cheektowaga-Niagara Falls, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBUF
moodys,"USA Burlington, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBUN
moodys,"USA Burlington-South Burlington, VT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MBUR
moodys,"USA Cape Girardeau, MO-IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCAJ
moodys,"USA California-Lexington Park, MD Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCAL
moodys,"USA Canton-Massillon, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCAN
moodys,"USA Carson City, NV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCAR
moodys,"USA Casper, WY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCAS
moodys,"USA Chambersburg-Waynesboro, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCBE
moodys,"USA Cape Coral-Fort Myers, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCCF
moodys,"USA Cedar Rapids, IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCED
moodys,"USA Champaign-Urbana, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHA
moodys,"USA Cheyenne, WY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHE
moodys,"USA Chicago-Naperville-Elgin, IL-IN-WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHI
moodys,"USA Chico, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHO
moodys,"USA Charlotte-Concord-Gastonia, NC-SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHR
moodys,"USA Charleston-North Charleston, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHS
moodys,"USA Chattanooga, TN-GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHT
moodys,"USA Charlottesville, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHV
moodys,"USA Charleston, WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCHW
moodys,"USA Cincinnati, OH-KY-IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCIN
moodys,"USA Clarksville, TN-KY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCLA
moodys,"USA Cleveland, TN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCLD
moodys,"USA Cleveland-Elyria, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCLE
moodys,"USA Coeur d'Alene, ID Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOE
moodys,"USA Columbus, GA-AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOL
moodys,"USA Columbia, MO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOM
moodys,"USA Columbus, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCON
moodys,"USA Colorado Springs, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOO
moodys,"USA Corpus Christi, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOR
moodys,"USA Columbia, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOS
moodys,"USA Columbus, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOU
moodys,"USA Corvallis, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCOV
moodys,"USA Carbondale-Marion, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCRB
moodys,"USA Crestview-Fort Walton Beach-Destin, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCRE
moodys,"USA College Station-Bryan, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCSB
moodys,"USA Cumberland, MD-WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MCUM
moodys,"USA Dalton, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDAG
moodys,"USA Danville, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDAI
moodys,"USA Dallas-Fort Worth-Arlington, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDAL
moodys,"USA Daphne-Fairhope-Foley, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDAP
moodys,"USA Davenport-Moline-Rock Island, IA-IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDAV
moodys,"USA Dayton, OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDAY
moodys,"USA Decatur, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDEC
moodys,"USA Deltona-Daytona Beach-Ormond Beach, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDEL
moodys,"USA Denver-Aurora-Lakewood, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDEN
moodys,"USA Des Moines-West Des Moines, IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDES
moodys,"USA Detroit-Warren-Dearborn, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDET
moodys,"USA Decatur, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDEZ
moodys,"USA Dothan, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDOT
moodys,"USA Dover, DE Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDOV
moodys,"USA Dubuque, IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDUB
moodys,"USA Duluth, MN-WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDUL
moodys,"USA Durham-Chapel Hill, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MDUR
moodys,"USA East Stroudsburg, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MEAS
moodys,"USA Eau Claire, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MEAU
moodys,"USA El Centro, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MELC
moodys,"USA Elizabethtown-Fort Knox, KY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MELI
moodys,"USA Elkhart-Goshen, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MELK
moodys,"USA Elmira, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MELM
moodys,"USA El Paso, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MELP
moodys,"USA Enid, OK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MEND
moodys,"USA Erie, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MERI
moodys,"USA Eugene, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MEUG
moodys,"USA Evansville, IN-KY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MEVA
moodys,"USA Fayetteville, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFAE
moodys,"USA Fairbanks, AK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFAI
moodys,"USA Farmington, NM Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFAM
moodys,"USA Fargo, ND-MN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFAR
moodys,"USA Fayetteville-Springdale-Rogers, AR-MO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFAY
moodys,"USA Flagstaff, AZ Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFLA
moodys,"USA Flint, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFLI
moodys,"USA Florence, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFLO
moodys,"USA Florence-Muscle Shoals, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFLR
moodys,"USA Fond du Lac, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFLW
moodys,"USA Fort Collins, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFOC
moodys,"USA Fort Smith, AR-OK Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFOR
moodys,"USA Fort Wayne, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFOW
moodys,"USA Fresno, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MFRE
moodys,"USA Gadsden, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGAD
moodys,"USA Gainesville, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGAG
moodys,"USA Gainesville, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGAI
moodys,"USA Gettysburg, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGET
moodys,"USA Glens Falls, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGLF
moodys,"USA Goldsboro, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGOL
moodys,"USA Grand Rapids-Wyoming, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRA
moodys,"USA Green Bay, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRB
moodys,"USA Grand Island, NE Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRD
moodys,"USA Great Falls, MT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRE
moodys,"USA Grand Forks, ND-MN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRF
moodys,"USA Grand Junction, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRJ
moodys,"USA Greeley, CO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRL
moodys,"USA Greensboro-High Point, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRN
moodys,"USA Grants Pass, OR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRP
moodys,"USA Greenville-Anderson-Mauldin, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGRV
moodys,"USA Guayama, PR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGUA
moodys,"USA Gulfport-Biloxi-Pascagoula, MS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGUL
moodys,"USA Greenville, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MGVL
moodys,"USA Hanford-Corcoran, CA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHAF
moodys,"USA Harrisburg-Carlisle, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHAI
moodys,"USA Harrisonburg, VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHAN
moodys,"USA Hartford-West Hartford-East Hartford, CT Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHAR
moodys,"USA Hagerstown-Martinsburg, MD-WV Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHAS
moodys,"USA Hattiesburg, MS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHAT
moodys,"USA Hickory-Lenoir-Morganton, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHIC
moodys,"USA Hinesville, GA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHIN
moodys,"USA Hilton Head Island-Bluffton-Beaufort, SC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHIT
moodys,"USA Hammond, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHMD
moodys,"USA Houma-Thibodaux, LA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHMT
moodys,"USA Homosassa Springs, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHOM
moodys,"USA Urban Honolulu, HI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHON
moodys,"USA Hot Springs, AR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHOT
moodys,"USA Houston-The Woodlands-Sugar Land, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHOU
moodys,"USA Huntsville, AL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHUN
moodys,"USA Huntington-Ashland, WV-KY-OH Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MHUT
moodys,"USA Idaho Falls, ID Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MIDA
moodys,"USA Indianapolis-Carmel-Anderson, IN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MIND
moodys,"USA Iowa City, IA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MIOW
moodys,"USA Ithaca, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MITH
moodys,"USA Jacksonville, FL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJAC
moodys,"USA Jackson, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJAK
moodys,"USA Jackson, MS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJAM
moodys,"USA Janesville-Beloit, WI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJAN
moodys,"USA Jacksonville, NC Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJAS
moodys,"USA Jackson, TN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJAT
moodys,"USA Jefferson City, MO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJEF
moodys,"USA Jonesboro, AR Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJOB
moodys,"USA Johnstown, PA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJOH
moodys,"USA Johnson City, TN Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJON
moodys,"USA Joplin, MO Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MJOP
moodys,"USA Kahului-Wailuku-Lahaina, HI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKAH
moodys,"USA Kankakee, IL Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKAK
moodys,"USA Kalamazoo-Portage, MI Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKAL
moodys,"USA Kansas City, MO-KS Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKAN
moodys,"USA Killeen-Temple, TX Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKIL
moodys,"USA Kingsport-Bristol-Bristol, TN-VA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKIN
moodys,"USA Kingston, NY Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKIS
moodys,"USA Kennewick-Richland, WA Unemployment Rate Monthly",,,Percentage,,,,FLBR.IUSA_MKNE
